Sample,Transect.ID,Individual.ID,Year,Site,Visit,SiteVisit,Date_Collected,Type,Family,Genus,Species,Code,Sex,Date_ID,Initials,Notes,,,
720,BC15C2P,BC15C2P-131,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
721,BC15C2P,BC15C2P-132,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
722,BC15C2P,BC15C2P-133,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
723,BC15C2P,BC15C2P-134,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
724,BC15C2P,BC15C2P-135,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
725,BC15C2P,BC15C2P-136,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
726,BC15C2P,BC15C2P-137,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,A cluster of small mites found on right forewing,,,
727,BC15C2P,BC15C2P-138,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
728,BC15C2P,BC15C2P-139,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
729,BC15C2P,BC15C2P-140,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
730,BC15C2P,BC15C2P-141,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
731,BC15C2P,BC15C2P-142,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
732,BC15C2P,BC15C2P-143,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
733,BC15C2P,BC15C2P-144,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
734,BC15D2P,BC15D2P-145,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
735,BC15D2P,BC15D2P-146,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
736,BC15D2P,BC15D2P-147,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
737,BC15D2P,BC15D2P-148,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
738,BC15D2P,BC15D2P-149,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
739,BC15D2P,BC15D2P-150,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
740,BC15D2P,BC15D2P-151,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
741,BC15D2P,BC15D2P-152,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
742,BC15D2P,BC15D2P-153,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
743,BC15D2P,BC15D2P-154,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Halictus,,HALI,F,12/3/2015,CF,12/7/2015,,,
744,BC15D2P,BC15D2P-155,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,12/7/2015,,,
745,BC15D2P,BC15D2P-156,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/7/2015,MF,,,,
746,BC15D2P,BC15D2P-157,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/7/2015,MF,,,,
747,BC15D2P,BC15D2P-158,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/7/2015,MF,,,,
748,BC15D2P,BC15D2P-159,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Halictus,,HALI,F,12/7/2015,MF,,,,
749,BC15D2P,BC15D2P-160,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/7/2015,MF,,,,
750,BC15D2P,BC15D2P-161,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/7/2015,MF,,,,
751,BC15D2P,BC15D2P-162,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/7/2015,MF,,,,
752,BC15D2P,BC15D2P-163,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/7/2015,MF,,,,
753,BC15D2P,BC15D2P-164,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/7/2015,MF,,,,
754,BC15D2P,BC15D2P-165,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/7/2015,MF,,,,
755,BC15D2P,BC15D2P-166,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
756,BC15D2P,BC15D2P-167,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
757,BC15D2P,BC15D2P-168,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
758,BC15D2P,BC15D2P-169,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
759,BC15D2P,BC15D2P-170,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
760,BC15D2P,BC15D2P-171,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
761,BC15D2P,BC15D2P-172,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
762,BC15D2P,BC15D2P-173,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
763,BC15D2P,BC15D2P-174,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
764,BC15D2P,BC15D2P-175,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Halictus,,HALI,F,12/8/2015,MF,,,,
765,BC15D2P,BC15D2P-176,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
766,BC15D2P,BC15D2P-177,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
767,BC15D2P,BC15D2P-178,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
768,BC15D2P,BC15D2P-179,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
769,BC15D2P,BC15D2P-180,2015,BC,1,BC1,7/24/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/8/2015,MF,,,,
770,G15B2N,G15B2N-1,2015,G,1,G1,7/26/2015,Bee,Andrenidae,Andrena,,ANDR,F,12/8/2015,MF,,,,
771,G15B2N,G15B2N-2,2015,G,1,G1,7/26/2015,Bee,Apidae,Apis,mellifera,APME,F,12/3/2015,CF,,,,
772,G15B2N,G15B2N-3,2015,G,1,G1,7/26/2015,Bee,Apidae,Apis,mellifera,APME,F,12/3/2015,CF,,,,
773,G15D2N,G15D2N-4,2015,G,1,G1,7/26/2015,Bee,Apidae,Apis,mellifera,APME,F,12/3/2015,CF,,,,
774,G15C2N,G15C2N-5,2015,G,1,G1,7/26/2015,Bee,Apidae,Apis,mellifera,APME,F,12/3/2015,CF,,,,
775,G15A2P,G15A2P-6,2015,G,1,G1,7/26/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/3/2015,CF,,,,
778,BB15A3N,BB15A3N-1,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
779,BB15A3N,BB15A3N-2,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
780,BB15A3N,BB15A3N-3,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
781,BB15A3N,BB15A3N-4,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
782,BB15A3N,BB15A3N-5,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
783,BB15A3N,BB15A3N-6,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
784,BB15A3N,BB15A3N-7,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,Male missing yellow facial markings, but had all other characteristics of PEPR,,
785,BB15A3N,BB15A3N-8,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
786,BB15A3N,BB15A3N-9,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
787,BB15A3N,BB15A3N-10,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
788,BB15A3N,BB15A3N-11,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
789,BB15A3N,BB15A3N-12,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
790,BB15A3N,BB15A3N-13,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
791,BB15A3N,BB15A3N-14,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
792,BB15A3N,BB15A3N-15,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
793,BB15A3N,BB15A3N-16,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
794,BB15A3N,BB15A3N-17,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
795,BB15A3N,BB15A3N-18,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
796,BB15A3N,BB15A3N-19,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
797,BB15A3N,BB15A3N-20,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
798,BB15A3N,BB15A3N-21,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
799,BB15A3N,BB15A3N-22,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
800,BB15A3N,BB15A3N-23,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
801,BB15A3N,BB15A3N-24,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
802,BB15A3N,BB15A3N-25,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
803,BB15A3N,BB15A3N-26,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
804,BB15A3N,BB15A3N-27,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
805,BB15A3N,BB15A3N-28,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
806,BB15A3N,BB15A3N-29,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
807,BB15A3N,BB15A3N-30,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
808,BB15A3N,BB15A3N-31,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
809,BB15A3N,BB15A3N-32,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
810,BB15A3N,BB15A3N-33,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
811,BB15A3N,BB15A3N-34,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
812,BB15A3N,BB15A3N-35,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
813,BB15A3N,BB15A3N-36,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
814,BB15A3N,BB15A3N-37,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
815,BB15A3N,BB15A3N-38,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
816,BB15A3N,BB15A3N-39,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
817,BB15A3N,BB15A3N-40,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
818,BB15A3N,BB15A3N-41,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
819,BB15A3N,BB15A3N-42,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
820,BB15A3N,BB15A3N-43,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
821,BB15A3N,BB15A3N-44,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
822,BB15A3N,BB15A3N-45,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
823,BB15A3N,BB15A3N-46,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
824,BB15A3N,BB15A3N-47,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
825,BB15A3N,BB15A3N-48,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
826,BB15A3N,BB15A3N-49,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
827,BB15A3N,BB15A3N-50,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
828,BB15A3N,BB15A3N-51,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
829,BB15A3N,BB15A3N-52,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
830,BB15A3N,BB15A3N-53,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
831,BB15A3N,BB15A3N-54,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
832,BB15A3N,BB15A3N-55,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
833,BB15A3N,BB15A3N-56,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
834,BB15A3N,BB15A3N-57,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,Right antenna is deformed ,,,
835,BB15A3N,BB15A3N-58,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
836,BB15A3N,BB15A3N-59,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
837,BB15A3N,BB15A3N-60,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
838,BB15A3N,BB15A3N-61,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
839,BB15A3N,BB15A3N-62,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
840,BB15A3N,BB15A3N-63,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
841,BB15A3N,BB15A3N-64,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
842,BB15A3N,BB15A3N-65,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
843,BB15A3N,BB15A3N-66,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
844,BB15A3N,BB15A3N-67,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
845,BB15A3N,BB15A3N-68,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
846,BB15A3N,BB15A3N-69,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
847,BB15A3N,BB15A3N-70,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
848,BB15A3N,BB15A3N-71,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
849,BB15A3N,BB15A3N-72,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
850,BB15A3N,BB15A3N-73,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
851,BB15B3N,BB15B3N-74,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
852,BB15B3N,BB15B3N-75,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
853,BB15B3N,BB15B3N-76,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
854,BB15B3N,BB15B3N-77,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
855,BB15B3N,BB15B3N-78,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
856,BB15B3N,BB15B3N-79,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
857,BB15B3N,BB15B3N-80,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
858,BB15B3N,BB15B3N-81,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
859,BB15B3N,BB15B3N-82,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
860,BB15B3N,BB15B3N-83,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
861,BB15B3N,BB15B3N-84,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
862,BB15B3N,BB15B3N-85,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
863,BB15B3N,BB15B3N-86,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
864,BB15B3N,BB15B3N-87,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
865,BB15B3N,BB15B3N-88,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
866,BB15B3N,BB15B3N-89,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
867,BB15B3N,BB15B3N-90,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
868,BB15B3N,BB15B3N-91,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
869,BB15B3N,BB15B3N-92,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
870,BB15B3N,BB15B3N-93,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
871,BB15B3N,BB15B3N-94,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
872,BB15B3N,BB15B3N-95,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
873,BB15B3N,BB15B3N-96,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
874,BB15B3N,BB15B3N-97,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
875,BB15B3N,BB15B3N-98,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
876,BB15B3N,BB15B3N-99,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
877,BB15B3N,BB15B3N-100,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
878,BB15B3N,BB15B3N-101,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
879,BB15B3N,BB15B3N-102,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
880,BB15B3N,BB15B3N-103,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
881,BB15B3N,BB15B3N-104,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
882,BB15B3N,BB15B3N-105,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
883,BB15B3N,BB15B3N-106,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
884,BB15B3N,BB15B3N-107,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
885,BB15B3N,BB15B3N-108,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
886,BB15B3N,BB15B3N-109,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
887,BB15B3N,BB15B3N-110,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
888,BB15B3N,BB15B3N-111,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
889,BB15B3N,BB15B3N-112,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,9/10/2015,MF,,,,
890,BB15B3N,BB15B3N-113,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
891,BB15B3N,BB15B3N-114,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
892,BB15B3N,BB15B3N-115,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,Missing yellow facial marking, but had all other characteristics of PEPR,,
893,BB15B3N,BB15B3N-116,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
894,BB15B3N,BB15B3N-117,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
895,BB15B3N,BB15B3N-118,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
896,BB15B3N,BB15B3N-119,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
897,BB15B3N,BB15B3N-120,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
898,BB15B3N,BB15B3N-121,2015,BB,2,BB2,7/28/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,9/10/2015,MF,,,,
